_id,name,age,gender,city,state,country,primaryLang,languages,joinedAt,education,profession,interests,purpose,thirdParty,community
12716,Nisha Joshi,27,female,Pune,,India,mr,"mr,en",2016-04-14,phd,data_scientist,"politics,science",socializing,False,18
12717,Zoya Reddy,33,female,Hyderabad,,India,kn,"kn,mr",2023-10-03,postgrad,engineer,"gaming,cooking",learning,False,18
12718,Nisha Iyer,35,female,Pune,,India,mr,mr,2021-03-17,postgrad,other,"fashion,politics",learning,False,18
12719,Kabir Verma,16,male,Hyderabad,,India,te,te,2025-11-14,postgrad,artist,sports,networking,True,18
12720,Sagar Agarwal,31,male,Guwahati,,India,as,"as,en",2022-12-15,highschool,teacher,"politics,gaming,reading",business,False,18
12721,Yash Gupta,60,male,Delhi,,India,hi,hi,2016-05-23,phd,sales,"travel,politics,reading",business,False,18
12722,Rajat Verma,18,male,Kolkata,,India,bn,"bn,en",2018-12-20,phd,engineer,"sports,reading,fitness",networking,False,18
12723,Riya Chatterjee,21,female,Bengaluru,,India,bn,"bn,en,gu",2021-02-05,phd,developer,"reading,fashion",news,False,18
12724,Tanvi Kapoor,54,female,Patna,,India,hi,"hi,en,ml",2025-07-21,phd,engineer,"movies,reading,photography",networking,False,18
12725,Zoya Patel,35,female,Thiruvananthapuram,,India,ml,ml,2017-03-22,undergrad,other,"sports,art,photography",learning,False,18
12726,Harsh Sharma,23,male,Ahmedabad,,India,pa,"pa,en,hi",2021-06-15,phd,student,travel,gaming,False,18
12727,Siddharth Kapoor,18,male,Lucknow,,India,hi,"hi,en,te",2017-01-14,highschool,data_scientist,"movies,music",learning,True,18
12728,Meera Patel,32,female,Pune,,India,pa,pa,2022-08-13,highschool,artist,sports,learning,True,18
12729,Rohan Chatterjee,22,male,Jaipur,,India,hi,"hi,en",2024-12-16,phd,engineer,"science,sports,nature",learning,True,18
12730,Kavya Nair,55,female,Jaipur,,India,ta,"ta,en",2019-06-05,other,sales,science,news,False,18
12731,Sneha Bhat,54,female,Hyderabad,,India,te,"te,en",2017-06-14,undergrad,researcher,"reading,tech",networking,False,18
12732,Aditi Verma,51,female,Kolkata,,India,gu,"gu,en",2020-03-05,highschool,lawyer,"art,photography,reading",gaming,True,18
12733,Kavya Khan,39,female,Jaipur,,India,ta,"ta,en",2023-03-06,postgrad,engineer,"sports,travel",socializing,False,18
12734,Aarav Kapoor,42,male,Guwahati,,India,as,as,2023-10-02,other,teacher,"fitness,art,tech",learning,False,18
12735,Diya Nair,58,female,Lucknow,,India,hi,"hi,en",2019-11-21,highschool,student,"art,gaming,travel",networking,False,18
12736,Neha Chatterjee,35,female,Pune,,India,mr,mr,2025-01-23,postgrad,data_scientist,"sports,tech",learning,False,18
12737,Meera Chatterjee,56,female,Bhubaneswar,,India,or,"or,en,ml",2020-01-08,postgrad,other,tech,networking,False,18
12738,Rohan Verma,25,male,Patna,,India,hi,"hi,en,bn",2025-05-17,postgrad,developer,"nature,art",socializing,False,18
12739,Rajat Bose,42,male,Mumbai,,India,mr,"mr,en",2017-09-26,phd,sales,"fitness,science",socializing,False,18
12740,Aman Gupta,46,male,Kolkata,,India,or,"or,en",2020-11-18,highschool,artist,"science,nature,politics",learning,True,18
12741,Nikhil Deshmukh,18,male,Patna,,India,hi,"hi,en",2022-02-04,postgrad,sales,"nature,reading",networking,False,18
12742,Rajat Singh,22,male,Delhi,,India,or,"or,en",2021-05-24,undergrad,developer,"reading,politics",learning,False,18
12743,Meera Bhat,59,female,Jaipur,,India,hi,hi,2017-03-23,other,lawyer,"music,science,fashion",gaming,False,18
12744,Dev Chatterjee,41,male,Kochi,,India,ml,"ml,hi",2024-05-12,other,artist,"photography,music",learning,False,18
12745,Nikhil Mukherjee,25,male,Jaipur,,India,hi,"hi,en",2018-10-05,other,data_scientist,cooking,networking,True,18
12746,Tanvi Joshi,22,female,Thiruvananthapuram,,India,te,"te,en",2020-10-06,other,artist,reading,news,False,18
12747,Rajat Bose,38,male,Bengaluru,,India,kn,"kn,en",2016-04-01,highschool,sales,"art,travel,tech",socializing,False,18
12748,Pooja Gupta,60,female,Bhopal,,India,ta,"ta,en",2022-08-17,phd,lawyer,"gaming,art,tech",socializing,False,18
12749,Ankit Patel,41,male,Chennai,,India,hi,"hi,en",2022-03-25,postgrad,doctor,music,news,False,18
12750,Ishita Agarwal,20,female,Bhopal,,India,hi,"hi,en",2018-08-22,postgrad,artist,"photography,reading",news,False,18
12751,Aisha Reddy,45,female,Guwahati,,India,as,"as,en",2021-09-25,phd,lawyer,"fashion,politics",business,False,18
12752,Meera Deshmukh,47,female,Guwahati,,India,as,"as,ml",2021-10-17,phd,engineer,"art,fitness",socializing,False,18
12753,Pooja Khan,56,female,Lucknow,,India,hi,"hi,en",2020-11-05,other,student,reading,gaming,False,18
12754,Neha Mukherjee,31,female,Kochi,,India,ml,"ml,en",2021-03-17,undergrad,lawyer,"movies,gaming,tech",news,False,18
12755,Rohan Reddy,17,male,Chennai,,India,ta,"ta,en",2016-08-20,highschool,student,"movies,tech,science",networking,False,18
12756,Nikhil Gowda,56,male,Guwahati,,India,as,"as,en,mr",2019-03-01,highschool,artist,art,socializing,False,18
12757,Dev Banerjee,51,male,Ahmedabad,,India,gu,"gu,en",2018-05-15,highschool,other,"art,science,nature",learning,False,18
12758,Diya Agarwal,47,female,Ahmedabad,,India,hi,"hi,bn",2021-02-27,undergrad,doctor,photography,learning,False,18
12759,Pooja Chatterjee,26,female,Bhubaneswar,,India,or,"or,en",2018-08-06,undergrad,artist,photography,news,False,18
12760,Varun Joshi,45,male,Mumbai,,India,mr,"mr,en",2017-12-09,highschool,doctor,"movies,tech,gaming",learning,False,18
12761,Mira Sharma,21,female,Lucknow,,India,hi,"hi,en",2022-05-15,undergrad,lawyer,"cooking,music,fitness",socializing,False,18
12762,Siddharth Khan,27,male,Bengaluru,,India,kn,"kn,en,ta",2020-03-10,postgrad,artist,"gaming,art",business,False,18
12763,Jahnvi Bhat,37,female,Pune,,India,mr,mr,2023-05-10,highschool,artist,gaming,business,False,18
12764,Rohit Khan,49,male,Pune,,India,mr,"mr,en",2022-12-25,undergrad,other,"fashion,tech,art",networking,False,18
12765,Naveen Mehta,20,male,Thiruvananthapuram,,India,ml,"ml,en",2021-01-21,other,teacher,"music,movies",news,True,18
12766,Riya Chatterjee,29,female,Chennai,,India,hi,"hi,en,pa",2024-12-16,phd,other,"cooking,gaming,fitness",socializing,False,18
12767,Sneha Agarwal,36,female,Bengaluru,,India,kn,"kn,en",2022-05-23,other,engineer,"sports,cooking",news,False,18
12768,Nikhil Agarwal,28,male,Thiruvananthapuram,,India,ml,"ml,en,te",2016-10-10,postgrad,data_scientist,"fashion,politics,reading",learning,False,18
12769,Mira Mehta,38,female,Guwahati,,India,as,"as,en,kn",2019-03-12,postgrad,data_scientist,"tech,politics",business,True,18
12770,Varun Reddy,30,male,Jaipur,,India,hi,"hi,en",2021-11-10,highschool,engineer,"tech,science",gaming,True,18
12771,Meera Gowda,21,female,Bhopal,,India,hi,"hi,en,or",2025-04-14,undergrad,data_scientist,fashion,socializing,False,18
12772,Nikhil Nair,33,male,Bengaluru,,India,or,"or,en",2020-10-16,other,lawyer,"tech,sports",news,False,18
12773,Meera Banerjee,36,female,Mumbai,,India,mr,mr,2020-02-13,postgrad,manager,"movies,reading,travel",gaming,False,18
12774,Ananya Reddy,41,female,Kochi,,India,ml,"ml,en,gu",2016-04-23,phd,doctor,"politics,music,photography",gaming,False,18
12775,Kabir Gowda,27,male,Lucknow,,India,hi,"hi,en",2025-01-08,highschool,engineer,"photography,nature,sports",learning,False,18
12776,Aditi Chatterjee,17,female,Pune,,India,mr,"mr,en",2022-10-03,undergrad,developer,"gaming,photography,sports",learning,False,18
12777,Siddharth Gowda,32,male,Pune,,India,ml,"ml,en,pa",2021-08-02,undergrad,other,politics,gaming,False,18
12778,Aisha Joshi,46,female,Chennai,,India,ta,"ta,en",2020-11-18,postgrad,teacher,music,gaming,False,18
12779,Siddharth Bhat,16,male,Delhi,,India,hi,"hi,en",2020-07-06,undergrad,student,reading,networking,False,18
12780,Priya Patel,38,female,Mumbai,,India,ml,"ml,en",2020-05-18,phd,sales,"photography,nature,fitness",socializing,False,18
12781,Sneha Khan,21,female,Lucknow,,India,hi,hi,2020-02-21,phd,artist,"travel,photography",business,False,18
12782,Ankit Patel,21,male,Mumbai,,India,mr,"mr,en,pa",2017-02-02,postgrad,engineer,"nature,politics",business,True,18
12783,Arjun Gupta,47,male,Hyderabad,,India,te,"te,en",2025-02-08,undergrad,developer,"nature,cooking,science",socializing,False,18
12784,Harsh Banerjee,35,male,Chennai,,India,ta,"ta,en",2017-10-27,postgrad,developer,"cooking,reading,gaming",socializing,False,18
12785,Aditi Sharma,23,female,Mumbai,,India,ml,"ml,en",2017-04-07,phd,engineer,"sports,travel,fitness",news,False,18
12786,Meera Chatterjee,50,female,Delhi,,India,hi,"hi,en,pa",2016-03-28,undergrad,engineer,gaming,news,False,18
12787,Ankit Verma,55,male,Mumbai,,India,ta,"ta,en",2017-06-12,phd,developer,fitness,socializing,True,18
12788,Kunal Kapoor,16,male,Bengaluru,,India,kn,"kn,en",2023-11-01,postgrad,other,"sports,movies",learning,False,18
12789,Varun Mukherjee,57,male,Kolkata,,India,bn,"bn,en,te",2020-07-24,phd,developer,"movies,science,fitness",gaming,False,18
12790,Ira Kapoor,25,female,Hyderabad,,India,te,"te,en,ta",2025-07-07,highschool,student,"fashion,science,travel",gaming,False,18
12791,Varun Gupta,44,male,Bhubaneswar,,India,or,"or,en",2018-10-24,phd,artist,"photography,movies",socializing,False,18
12792,Aarav Joshi,24,male,Thiruvananthapuram,,India,ml,"ml,gu",2023-05-05,other,other,"science,fitness",socializing,False,18
12793,Riya Joshi,59,female,Hyderabad,,India,ta,"ta,en,mr",2019-11-15,postgrad,engineer,politics,business,True,18
12794,Jahnvi Agarwal,50,female,Delhi,,India,or,"or,en,kn",2021-05-06,undergrad,researcher,reading,business,True,18
12795,Aarohi Iyer,25,female,Jaipur,,India,hi,"hi,en,ml",2021-03-02,highschool,lawyer,sports,learning,False,18
12796,Vikram Bose,35,male,Ahmedabad,,India,gu,"gu,en",2019-08-10,undergrad,engineer,"nature,gaming",socializing,False,18
12797,Meera Gupta,44,female,Ahmedabad,,India,gu,"gu,en",2022-08-14,phd,student,"music,photography,cooking",news,False,18
12798,Rajat Bose,55,male,Chennai,,India,mr,"mr,en",2020-01-02,phd,student,"science,fitness,reading",gaming,True,18
12799,Dev Banerjee,45,male,Thiruvananthapuram,,India,bn,"bn,en",2023-04-17,highschool,data_scientist,movies,networking,False,18
12800,Aisha Singh,32,female,Thiruvananthapuram,,India,ml,"ml,en",2023-01-14,other,doctor,tech,learning,False,18
12801,Aarohi Khan,25,female,Pune,,India,mr,"mr,en",2016-04-28,other,student,"tech,science,movies",socializing,False,18
12802,Kunal Bhat,43,male,Lucknow,,India,hi,"hi,en",2022-05-10,phd,other,"music,fitness",learning,False,18
12803,Kunal Bose,24,male,Guwahati,,India,as,"as,en",2021-05-13,phd,artist,"sports,fitness",business,False,18
12804,Naveen Kapoor,37,male,Thiruvananthapuram,,India,ml,"ml,en,hi",2022-10-14,other,doctor,"tech,fashion",news,False,18
12805,Meera Nair,45,female,Delhi,,India,hi,"hi,pa",2023-11-17,phd,developer,"politics,fitness,nature",learning,False,18
12806,Aakash Kapoor,41,male,Kochi,,India,ml,"ml,en",2017-04-04,highschool,artist,"sports,gaming,politics",gaming,False,18
12807,Aarohi Agarwal,31,female,Bhopal,,India,hi,"hi,en",2025-08-18,postgrad,developer,tech,news,False,18
12808,Pooja Sharma,44,female,Ahmedabad,,India,gu,"gu,en",2016-05-12,phd,doctor,"gaming,movies",news,True,18
12809,Rajat Gowda,55,male,Kochi,,India,ml,"ml,en,kn",2020-07-14,postgrad,lawyer,"nature,science",news,False,18
12810,Aarav Gupta,34,male,Thiruvananthapuram,,India,ml,"ml,ta",2021-01-18,phd,other,"travel,fitness,movies",networking,True,18
12811,Rajat Banerjee,52,male,Thiruvananthapuram,,India,pa,"pa,en",2024-09-18,phd,student,tech,news,False,18
12812,Siddharth Patel,23,male,Kochi,,India,ml,"ml,en",2024-10-05,other,manager,"cooking,tech,politics",networking,False,18
12813,Sanya Mukherjee,39,female,Delhi,,India,hi,"hi,en",2022-01-17,postgrad,engineer,science,gaming,False,18
12814,Neha Mukherjee,34,female,Mumbai,,India,bn,"bn,en",2021-06-26,undergrad,doctor,"art,nature,photography",gaming,False,18
12815,Aakash Banerjee,56,male,Bengaluru,,India,kn,"kn,en",2018-08-07,other,other,travel,gaming,False,18
12816,Zoya Sharma,25,female,Pune,,India,gu,"gu,en",2021-09-19,highschool,student,"sports,movies",news,False,18
12817,Mira Nair,23,female,Chennai,,India,ta,"ta,en,as",2019-03-22,phd,developer,"travel,reading,music",gaming,False,18
12818,Ananya Mukherjee,20,female,Chennai,,India,ta,ta,2018-08-22,phd,doctor,"gaming,fitness",news,False,18
12819,Kunal Bose,23,male,Bengaluru,,India,kn,"kn,en",2025-04-11,undergrad,student,photography,gaming,False,18
12820,Sagar Gowda,59,male,Kolkata,,India,bn,"bn,en",2018-01-08,undergrad,data_scientist,"fashion,politics",business,False,18
12821,Sagar Iyer,59,male,Kolkata,,India,bn,"bn,en",2021-01-16,phd,teacher,"movies,science",business,False,18
12822,Mira Banerjee,31,female,Pune,,India,mr,"mr,en",2021-03-12,other,engineer,"music,art",socializing,False,18
12823,Aditi Agarwal,42,female,Bhubaneswar,,India,or,"or,en",2018-11-16,phd,developer,"sports,music",business,True,18
12824,Dev Bhat,53,male,Bhopal,,India,hi,hi,2016-12-04,highschool,lawyer,"science,gaming,photography",networking,False,18
12825,Kunal Verma,50,male,Kolkata,,India,gu,"gu,en",2021-07-18,phd,sales,"tech,travel",business,False,18
12826,Sanya Chatterjee,54,female,Jaipur,,India,hi,"hi,en",2016-03-27,phd,doctor,"travel,tech",gaming,False,18
12827,Neha Khan,24,female,Pune,,India,pa,"pa,en",2024-04-15,highschool,data_scientist,science,business,False,18
12828,Sagar Joshi,49,male,Lucknow,,India,ml,"ml,en,hi",2023-08-12,phd,artist,"nature,reading,fashion",learning,False,18
12829,Arjun Sharma,40,male,Hyderabad,,India,te,"te,en",2024-03-02,other,student,music,networking,False,18
12830,Kunal Khan,16,male,Patna,,India,hi,"hi,en",2022-05-24,undergrad,artist,"music,cooking",news,False,18
12831,Aakash Mukherjee,38,male,Guwahati,,India,as,"as,en,gu",2025-02-23,postgrad,developer,"science,reading,music",learning,False,18
12832,Ankit Mukherjee,31,male,Ahmedabad,,India,gu,"gu,en",2016-10-09,highschool,teacher,fitness,news,False,18
12833,Mira Reddy,44,female,Mumbai,,India,mr,mr,2022-12-23,postgrad,student,movies,news,True,18
12834,Sagar Deshmukh,58,male,Pune,,India,mr,"mr,en",2024-01-16,other,manager,"travel,nature",learning,True,18
12835,Aman Verma,49,male,Ahmedabad,,India,or,"or,pa",2016-08-15,other,doctor,"cooking,nature,politics",news,False,18
12836,Nikhil Patel,18,male,Pune,,India,as,"as,en,pa",2016-02-11,postgrad,sales,"reading,art,music",learning,True,18
12837,Rajat Sharma,20,male,Ahmedabad,,India,gu,"gu,en",2019-10-02,other,lawyer,"science,nature",networking,False,18
12838,Yash Deshmukh,32,male,Kochi,,India,ml,"ml,en",2022-12-04,postgrad,researcher,"art,photography",socializing,True,18
12839,Aisha Khan,26,female,Pune,,India,mr,"mr,en",2021-11-06,undergrad,student,travel,news,False,18
12840,Yash Chatterjee,59,male,Lucknow,,India,hi,"hi,en",2024-11-12,postgrad,lawyer,"tech,music",business,False,18
12841,Jahnvi Agarwal,48,female,Kochi,,India,as,"as,gu",2019-11-12,phd,lawyer,"art,movies",socializing,True,18
12842,Mira Deshmukh,58,female,Delhi,,India,hi,hi,2019-10-26,highschool,teacher,"travel,cooking,art",learning,False,18
12843,Tanvi Gupta,44,female,Pune,,India,mr,mr,2016-08-10,undergrad,data_scientist,reading,gaming,False,18
12844,Vikram Bhat,54,male,Bhubaneswar,,India,ml,ml,2022-05-23,other,sales,sports,socializing,False,18
12845,Nisha Gowda,26,female,Hyderabad,,India,te,"te,en",2023-10-09,other,researcher,"fitness,tech,gaming",networking,False,18
12846,Rohan Kapoor,38,male,Thiruvananthapuram,,India,ml,"ml,en",2016-09-05,postgrad,researcher,"politics,gaming,travel",learning,False,18
12847,Riya Kapoor,53,female,Patna,,India,hi,"hi,en",2017-04-06,undergrad,developer,"fashion,tech,movies",business,False,18
12848,Aarav Banerjee,30,male,Bhopal,,India,hi,"hi,te",2016-06-19,other,artist,"fitness,reading",socializing,True,18
12849,Siddharth Gowda,17,male,Mumbai,,India,mr,"mr,en",2017-08-08,highschool,researcher,"fitness,music",business,True,18
12850,Aisha Verma,35,female,Lucknow,,India,hi,"hi,en",2021-04-20,phd,manager,"sports,fashion,science",socializing,False,18
12851,Arjun Chatterjee,46,male,Guwahati,,India,as,"as,en",2022-04-22,highschool,researcher,"art,music,fashion",news,True,18
12852,Sagar Joshi,19,male,Lucknow,,India,ta,"ta,en",2016-05-05,phd,data_scientist,"cooking,sports",learning,False,18
12853,Meera Singh,54,female,Lucknow,,India,mr,"mr,en",2016-07-19,other,manager,tech,news,True,18
12854,Nikhil Mukherjee,34,male,Chennai,,India,mr,"mr,en",2021-01-05,postgrad,doctor,"art,movies,sports",networking,True,18
12855,Sanya Bose,51,female,Lucknow,,India,hi,"hi,en",2019-08-28,other,student,"politics,photography",news,False,18
12856,Nikhil Mukherjee,38,male,Jaipur,,India,hi,"hi,en",2021-07-22,phd,doctor,"reading,fashion",news,False,18
12857,Kabir Joshi,48,male,Chennai,,India,kn,"kn,en,ta",2023-02-20,phd,sales,"travel,nature,fitness",news,True,18
12858,Dev Singh,18,male,Ahmedabad,,India,ta,"ta,en",2020-06-15,phd,teacher,reading,business,True,18
12859,Varun Sharma,16,male,Bengaluru,,India,kn,"kn,en",2019-05-10,undergrad,other,"gaming,cooking,photography",news,False,18
12860,Zoya Khan,40,female,Bhopal,,India,ta,"ta,en",2019-12-13,undergrad,data_scientist,movies,gaming,True,18
12861,Zoya Nair,40,female,Mumbai,,India,mr,"mr,en",2024-08-26,postgrad,developer,"fashion,art",business,False,18
12862,Rohan Bose,48,male,Bhopal,,India,hi,"hi,pa",2018-12-19,highschool,engineer,"fitness,travel,art",gaming,False,18
12863,Neha Sharma,59,female,Lucknow,,India,hi,"hi,en,pa",2018-01-13,phd,doctor,"tech,music,movies",networking,False,18
12864,Mira Agarwal,57,female,Ahmedabad,,India,gu,"gu,en",2025-08-05,highschool,manager,fitness,news,False,18
12865,Aakash Deshmukh,45,male,Pune,,India,bn,"bn,en,mr",2021-05-14,postgrad,developer,fitness,learning,False,18
12866,Rajat Patel,16,male,Pune,,India,mr,"mr,en,hi",2020-04-02,other,doctor,"art,fitness",networking,True,18
12867,Naveen Gupta,21,male,Patna,,India,bn,"bn,en",2021-10-27,other,doctor,"science,movies,politics",business,False,18
12868,Varun Patel,21,male,Mumbai,,India,mr,"mr,en,kn",2018-03-22,undergrad,lawyer,photography,learning,False,18
12869,Aakash Bose,17,male,Jaipur,,India,te,te,2021-08-15,postgrad,artist,"science,gaming",networking,False,18
12870,Rohit Singh,37,male,Guwahati,,India,as,"as,en,ml",2025-02-13,highschool,data_scientist,"nature,gaming",news,False,18
12871,Rohit Mehta,50,male,Ahmedabad,,India,gu,"gu,en,pa",2024-08-23,other,artist,fashion,networking,True,18
12872,Aman Deshmukh,38,male,Kochi,,India,bn,bn,2019-12-12,undergrad,student,"science,photography,fashion",news,False,18
12873,Neha Banerjee,54,female,Lucknow,,India,gu,"gu,en",2018-09-26,phd,artist,"politics,cooking",learning,False,18
12874,Dev Gowda,39,male,Bhopal,,India,hi,"hi,en,pa",2025-10-02,other,doctor,"gaming,photography,art",socializing,False,18
12875,Sagar Iyer,55,male,Ahmedabad,,India,pa,"pa,mr",2021-04-11,undergrad,data_scientist,"reading,nature,fashion",learning,True,18
12876,Naveen Gupta,38,male,Thiruvananthapuram,,India,mr,"mr,en,as",2016-02-02,undergrad,doctor,cooking,business,False,18
12877,Tanvi Agarwal,37,female,Lucknow,,India,hi,hi,2019-07-01,phd,researcher,movies,gaming,False,18
12878,Rohan Sharma,17,male,Guwahati,,India,as,"as,en",2025-05-20,postgrad,researcher,"movies,tech",networking,False,18
12879,Meera Joshi,48,female,Mumbai,,India,ml,"ml,en",2022-08-25,phd,student,"reading,music",news,False,18
12880,Aarohi Verma,34,female,Ahmedabad,,India,as,"as,en,or",2016-05-25,undergrad,sales,"music,nature,photography",learning,False,18
12881,Priya Singh,16,female,Kochi,,India,ml,"ml,en",2017-09-09,phd,engineer,"science,gaming,reading",gaming,False,18
12882,Ishita Chatterjee,40,female,Kolkata,,India,bn,"bn,en",2025-11-10,undergrad,developer,fitness,learning,True,18
12883,Rahul Sharma,22,male,Guwahati,,India,as,"as,en",2016-10-20,other,sales,movies,networking,False,18
12884,Mira Sharma,20,female,Bengaluru,,India,kn,"kn,en",2021-04-03,phd,sales,"sports,art,fitness",news,True,18
12885,Rajat Iyer,16,male,Hyderabad,,India,te,"te,en",2019-07-24,other,developer,music,socializing,False,18
12886,Rahul Mukherjee,28,male,Hyderabad,,India,te,"te,en",2020-12-23,phd,other,"gaming,nature,cooking",gaming,False,18
12887,Priya Reddy,35,female,Guwahati,,India,as,"as,en",2019-06-07,postgrad,teacher,"science,gaming",networking,False,18
12888,Varun Gupta,34,male,Lucknow,,India,hi,"hi,en,ta",2020-07-11,highschool,artist,"music,science",socializing,False,18
12889,Ishita Gupta,39,female,Patna,,India,kn,"kn,en",2018-09-23,undergrad,developer,"science,politics,music",networking,True,18
12890,Nisha Mehta,29,female,Patna,,India,hi,"hi,en",2016-01-13,highschool,student,"gaming,fashion,cooking",learning,False,18
12891,Zoya Sharma,28,female,Ahmedabad,,India,gu,"gu,en",2018-07-01,highschool,artist,"nature,reading,gaming",networking,False,18
12892,Rohan Joshi,31,male,Bhopal,,India,hi,"hi,or",2024-04-22,postgrad,data_scientist,"politics,science,travel",learning,True,18
12893,Pooja Reddy,50,female,Chennai,,India,mr,"mr,ml",2023-07-28,highschool,manager,"science,fashion",networking,False,18
12894,Siddharth Joshi,39,male,Guwahati,,India,as,"as,en",2025-12-16,postgrad,sales,travel,networking,False,18
12895,Tanvi Bose,40,female,Delhi,,India,hi,"hi,en",2021-09-25,other,doctor,"fitness,movies,science",socializing,False,18
12896,Aisha Agarwal,47,female,Patna,,India,hi,"hi,en",2024-04-09,highschool,sales,art,news,False,18
12897,Ira Mehta,50,female,Bhopal,,India,hi,"hi,en",2017-02-01,undergrad,data_scientist,"photography,reading",business,False,18
12898,Sneha Bose,31,female,Guwahati,,India,as,"as,en",2017-09-27,postgrad,manager,"gaming,cooking,fashion",business,False,18
12899,Aakash Khan,28,male,Chennai,,India,ta,"ta,en,bn",2025-04-01,other,other,"travel,fashion,gaming",networking,True,18
12900,Aman Chatterjee,47,male,Pune,,India,mr,"mr,hi",2025-01-12,undergrad,doctor,art,socializing,True,18
12901,Rajat Gupta,59,male,Bhopal,,India,hi,hi,2018-01-03,other,lawyer,movies,networking,False,18
12902,Arjun Iyer,55,male,Bengaluru,,India,kn,"kn,bn",2017-11-10,phd,data_scientist,fashion,news,True,18
12903,Aditi Sharma,16,female,Patna,,India,bn,"bn,gu",2024-09-14,other,data_scientist,"politics,fitness",networking,True,18
12904,Rahul Gupta,55,male,Hyderabad,,India,te,te,2022-02-26,other,teacher,movies,gaming,True,18
12905,Dev Deshmukh,37,male,Lucknow,,India,ml,"ml,gu",2016-03-13,highschool,student,"music,photography,politics",news,False,18
12906,Rajat Mehta,23,male,Jaipur,,India,hi,"hi,en",2016-08-18,other,artist,"art,movies,politics",news,False,18
12907,Harsh Chatterjee,56,male,Lucknow,,India,gu,"gu,en",2017-09-21,other,data_scientist,"sports,science",networking,False,18
12908,Rajat Gupta,20,male,Jaipur,,India,or,or,2023-08-04,postgrad,other,"gaming,sports",gaming,False,18
12909,Siddharth Joshi,25,male,Chennai,,India,ta,"ta,en",2021-07-07,phd,data_scientist,politics,learning,False,18
12910,Priya Gupta,53,female,Thiruvananthapuram,,India,gu,"gu,en",2016-03-28,phd,engineer,"travel,movies",socializing,True,18
12911,Kunal Gowda,33,male,Chennai,,India,ta,ta,2021-06-17,phd,teacher,gaming,socializing,True,18
12912,Nikhil Iyer,28,male,Patna,,India,hi,hi,2021-11-08,highschool,manager,"gaming,science,fashion",networking,False,18
12913,Rohan Singh,49,male,Patna,,India,hi,hi,2023-07-24,phd,doctor,"reading,cooking",gaming,False,18
12914,Rohit Chatterjee,32,male,Bengaluru,,India,kn,"kn,en",2017-12-28,other,lawyer,tech,business,False,18
12915,Aarav Reddy,58,male,Guwahati,,India,ml,"ml,gu",2018-03-07,phd,other,"gaming,cooking,movies",business,False,18
12916,Ira Iyer,17,female,Lucknow,,India,te,"te,bn",2025-12-14,phd,manager,photography,gaming,False,18
12917,Priya Deshmukh,51,female,Bhubaneswar,,India,or,"or,en",2021-05-02,undergrad,researcher,"music,movies,science",news,False,18
12918,Arjun Banerjee,54,male,Guwahati,,India,ml,"ml,en",2019-09-09,other,sales,tech,networking,False,18
12919,Naveen Reddy,39,male,Bhubaneswar,,India,kn,"kn,en",2021-02-18,phd,artist,politics,networking,False,18
12920,Siddharth Reddy,20,male,Jaipur,,India,hi,"hi,en,kn",2023-08-03,highschool,other,"politics,gaming",learning,False,18
12921,Zoya Deshmukh,57,female,Mumbai,,India,mr,"mr,en",2019-03-15,postgrad,manager,politics,news,True,18
12922,Tanvi Iyer,24,female,Chennai,,India,ta,"ta,en",2018-11-02,phd,developer,"gaming,photography",business,True,18
12923,Yash Bose,21,male,Chennai,,India,ta,"ta,en,gu",2023-09-18,highschool,researcher,"art,politics,nature",socializing,False,18
12924,Rahul Mukherjee,57,male,Lucknow,,India,hi,"hi,en,bn",2016-11-28,other,student,photography,business,False,18
12925,Sagar Singh,35,male,Guwahati,,India,as,"as,en",2016-11-22,highschool,other,"reading,travel",news,False,18
12926,Vikram Gowda,43,male,Hyderabad,,India,te,"te,en",2018-10-26,highschool,sales,"science,tech",learning,False,18
12927,Dev Sharma,52,male,Bhubaneswar,,India,or,"or,en",2018-02-18,postgrad,data_scientist,music,networking,False,18
12928,Arjun Sharma,44,male,Bengaluru,,India,kn,"kn,en,hi",2023-04-07,undergrad,researcher,sports,gaming,False,18
12929,Vikram Chatterjee,31,male,Delhi,,India,hi,"hi,en",2020-09-07,postgrad,researcher,fitness,business,False,18
12930,Kunal Chatterjee,40,male,Patna,,India,hi,"hi,en",2021-09-04,other,researcher,cooking,business,False,18
12931,Riya Chatterjee,43,female,Hyderabad,,India,te,"te,en,ml",2023-05-11,postgrad,other,"reading,science",networking,False,18
12932,Nikhil Sharma,46,male,Chennai,,India,bn,"bn,en,ta",2020-05-23,undergrad,sales,"travel,sports,fashion",learning,False,18
12933,Mira Joshi,34,female,Jaipur,,India,kn,"kn,or",2020-11-17,highschool,developer,"photography,nature,tech",news,False,18
12934,Naveen Patel,37,male,Lucknow,,India,bn,"bn,en,kn",2023-05-28,undergrad,other,fitness,business,False,18
12935,Neha Kapoor,19,female,Bhubaneswar,,India,or,"or,en",2019-10-07,phd,sales,"reading,art,fitness",news,False,18
12936,Aman Reddy,51,male,Thiruvananthapuram,,India,ml,"ml,en",2023-08-18,undergrad,other,"science,nature",learning,False,18
12937,Varun Agarwal,39,male,Lucknow,,India,ml,"ml,en,gu",2017-10-13,undergrad,sales,"sports,tech",learning,False,18
12938,Rohan Bhat,49,male,Chennai,,India,ta,ta,2019-11-02,postgrad,doctor,"reading,art",socializing,False,18
